eisced,eduyrs,hincfel,hinctnta,uemp12m,gincdif,pdwrk,trstplt,trstprt,trstun,stfdem,imueclt,imwbcnt,imbgeco,feethngr,brncntr,ppltrst,nwspol,netusoft,rlgdgr,aesfdrk,health,happy,is_female,agea,domicil,lrscale,gdp_capita,gini_index,unemp_rate,is_populist_voter,cntry_BE,cntry_BG,cntry_CH,cntry_CY,cntry_ES,cntry_FI,cntry_FR,cntry_GB,cntry_GR,cntry_HR,cntry_HU,cntry_IE,cntry_IL,cntry_IS,cntry_IT,cntry_LV,cntry_NL,cntry_NO,cntry_PL,cntry_PT,cntry_RS,cntry_SE,cntry_SI,cntry_SK
4,15,3,3,6,1,0,0,0,8,2,5,5,5,1,1,8,60,5,7,3,3,6,1,40,4,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,18,3,6,1,3,1,2,2,9,3,5,5,5,2,1,6,5,5,8,2,1,9,1,30,4,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,4,1,2,0,2,2,6,3,5,6,5,1,1,4,1023,5,5,3,2,6,1,63,2,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,16,2,7,2,1.7069999999999999,1,4,4,6,6,6,5,10,1,1,6,60,5,0,2,2,7,0,31,3,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,9,3,2,1,1,1,4,4,6,3,5,4,6,1,1,4,30,5,8,2,1,8,0,51,4,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5,2,3,6,1,0,2,3,6,6,1,0,0,1,1,2,60,5,8,2,3,8,0,61,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,10,1,4,6,2,0,3,4,5,6,6,6,6,1,1,5,30,1,5,2,2,7,0,68,4,6,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,3,3,2,1,1,1,1,1,4,4,3,4,1,1,5,45,5,6,4,2,6,1,45,1,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.515666666666666,15,2,3,6,1,1,4,4,5,3,10,10,10,2,2,2,30,5,2,2,2,8,1,50,3,3,45505.0688708956,35.2,9.164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5,2,3.850333333333333,6,1,0,0,0,6,6,3,2,4,1,1,5,60,5,6,3,4,4,0,83,4,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,7,6,2,1,0,0,3,1,8,1,1,1,1,2,60,5,8,2,2,5,1,45,4,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,7,6,3,0,4.074,4.559666666666668,6,5,7,6,6,1,1,7,872,5,6,2,1,8,0,20,4,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5,3,2.741,6,3,0,2,2,2,3,3,2,3,1,1,3,90,1,5,2,4,4,0,88,1,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,3,1,2,1,5,5,4,5,7,6,7,1,1,4,60,5,0,2,2,8,1,40,3,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,13,1.9999999999999998,2,6,1,1,4.548,5.140999999999999,7,7,3,88,0,1,1,10,120,5,4,2,1,8,1,21,3,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,12,1,4,6,3,0,6,6,6,7,3,3,3,1,1,5,120,5,7,2,2,6,0,65,3,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,10,2,4,6,2,0,3,3,7,6,3,4,3,1,1,3,20,5,5,3,1,7,1,42,2,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,1,6.51061904761905,2,1,1,6,6,6,6.317166666666666,6,3,6,1,1,7,91.62,5,3,2,3,8,1,49,3,5.772,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,11,1,6.593333333333333,6,2,1,6,6,8,6,4,4,4,1,1,1,120,5,6,2,2,7,0,50,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,3,4.061333333333334,2,1,0,2,2,4,4,5,5,5,1,1,6,90,4,8,2,1,6,0,25,4,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,2,6,6,3,0,4,4,6.099333333333334,8,6,6,6,1,1,7,30,3,6,2,2,7,1,67,3,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,16,1,9,6,1,0,6,5,6,3,8,7,7,1,1,6,60,5,6,2,1,7,0,26,3,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,1,5,6,3,0,6,6,6,7,5,5,7,1,1,7,60,3,5,2,3,7,0,77,3,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,9,2,4.444,6,2,0,5,5,3,3,7,7,8,1,1,5,75,5,5,2,3,8,0,70,3,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5,2,2,6,2.1176666666666666,0,4,5,6,6,2,2,5,1,1,0,50,1,1,4,3,5,1,82,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,6,2,3.0103333333333335,6,2,0,6,5,6.114999999999998,5.6883333333333335,3.8479999999999994,4,4.615333333333334,1,1,7,160.05166666666665,1,10,3,3,6,1,80,4,6,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,19,2,8,6,1,1,2,3,7,3,5,5,6,1,1,6,60,4,5,2,2,8,1,63,1,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,17,1,7,6,4,1,4,4,6,8,5,5,5,1,1,6,60,5,7,2,1,10,1,27,4,6,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,1,5,6,1,0,5,5,8,6,4,4,6,1,1,2,300,5,6,2,2,6,0,84,3,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,1,5.044666666666667,6,1,0,7,6,7,0,5,5,10,1,1,0,390,1,0,1,3,7,0,90,4,0,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,3,4.025,6,1,0,3,2,2,7,10,1,2,1,1,7,30,5,6,1,1,7,1,25,4,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,11,2,4,2,2.0203333333333338,1,2,5,6,5,2,2,5,1,1,2,60,4,2,2,3,6,0,61,1,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,2,5.12,6,3,1,6,6,7,6,3,3,4,1,1,7,60,5,7,2,2,8,0,52,4,6,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,2,4,6,3,0,9,9,9,10,0,0,1,1,1,6,180,5,8,1,2,8,0,77,4,9,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,22,1,8,6,2,0,5,5,6,5,0,1,7,1,1,6,30,5,0,2,2,6,0,28,3,6,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,18,2,5.899666666666668,6,1,1,2,2,5,7,10,7,10,1,1,7,30,5,0,3,2,8,1,38,4,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,17,1,7,2,3,1,3,1,6,4,1,4,2,1,1,2,40,5,2,2,2,3,0,41,1,9,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,1.606666666666667,6.999666666666667,6,1,0,5,0,7,3,8,7,10,2,1,3,20,5,0,1,1,10,0,21,2,2,45505.0688708956,35.2,9.164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,6.306333333333335,6,2,0,6,6,7,7,7,5,10,1,1,5,20,5,7,2,1,9,1,28,4,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,1,5,6,1,1,3,2,8,5,5,4,5,1,1,5,1110,4,4,2,2,7,1,61,2,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,13,2,5.113,6,2,0,6,6,8,6,3,6,8,1,1,0,60,4,2,2,2,8,0,69,3,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,1,8,6,1,1,3,3,6,5,5,6,6,1,1,5,90,5,2,2,2,8,0,46,1,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,16,1,8,6,1,1,5,5,6,5,2,2,4,1,1,7,20,5,6,2,1,9,1,47,3,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,19,1,4,6,3,1,6,6,6,8,4,4,4,1,1,5,60,5,7,3,3,6,1,58,3,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,5,6,2,0,7,7,8,10,1,1,1,1,1,8,60,4,7,2,1,9,1,22,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,17,1,5,6,2,1,4,3,6,3,7,8,7,1,1,3,30,5,0,2,2,9,0,47,3,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,14,2,3,6,3,1,4,4,8,5,3,2,2,1,1,2,30,4,6,2,2,8,0,58,3,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,2,3,6,2,0,5,5,5,4,7,7,7,1,1,6,180,2,5,2,3,6,0,75,4,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,21,1,10,6,2,1,5,5,6,6,0,0,0,1,1,7,180,5,6,3,1,7,0,25,3,1,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,4.827999999999999,6,1,0,6,3,5,4,3,3,5,1,1,3,120,4,6,3,3,6,1,60,4,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,3,6,1,1,1,1,6,5,8,0,0,1,1,4,15,4,6,2,2,7,1,42,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,7,6,2,0,3,4,7,4,5,5,5,1,1,6,1030,5,5,2,1,8,1,22,4,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,2,4.975,6,2,1,1,1,1,5,4,4,5,1,1,5,703,5,0,2,3,7,0,58,3,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,3,4,1,1,0,5,3,6,6,7,7,7,1,1,2,0,3,7,2,4,7,1,60,3,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,16,2,7,6,1,1,1,1,5,4,8,5,8,1,1,6,30,5,1,2,2,6,0,49,4,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,7,2,5,2,1,1,4,2,7,7,6,5,3,1,1,4,90,5,6,1,2,8,0,54,3,6,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,1,7,6,2,1,5,5,8,7,5,5,4,1,1,3,120,5,6,2,2,7,0,63,4,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,2,1,2,0,6,6,8,5,6,6,5,1,1,6,180,5,6,3,3,6,1,57,4,4.7509999999999994,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,8,2,5,6,2,0,4,4,6,4,7,6,4,2,1,4,240,5,9,2,2,7,1,64,4,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,1,3,2,1,0,2,2,5,6,2,0,3,1,1,3,1015,2,3,2,2,5,0,67,4,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,16,2,5.39,6,2,1,3,4,7,4,9,7,9,1,1,1,390,5,7,2,2,8,0,66,1,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,2,5,6,1,0,4,0,4,6,6.040666666666666,6,8,1,1,3,90,3,6,3,3,5,1,65,2,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,5.171333333333332,6,1,1,5,5,6,5,0,0,5,1,1,0,60,4,5,2,2,6,0,46,3,6.6819999999999995,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,1,8,6,1,1,6,6,6,8,4,4,7,1,1,7,105,5,4,1,2,7,0,53,3,6,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,1,4,6,1,1,4,4,7,4,5,4,5,1,1,5,30,5,10,3,1,9,1,63,4,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,10,3,4,6,3,1,4,4,7,5,4,4,4,1,1,4,60,4,6,2,1,7,0,61,1,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,1,8,2,2,1,4,3,7,5,5,5,6,1,1,6,90,4,2,2,2,8,0,60,1,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,7,6,1,1,6,6,8,6,7,8,8,1,1,7,180,5,1,2,1,9,1,31,3,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,11,2,3,6,2,0,4,5,6,6,4,4,3,1,1,5,1028,3,6,2,3,8,0,73,3,9,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,1,6.247000000000001,6,1,1,6,5,6,6,5,3,8,1,1,3,120,5,10,3,3,7,1,58,4,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,3,2,2,1,5,5,6,4,8,7,8,1,1,8,30,5,7,4,1,8,1,32,3,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8.594999999999999,2,4.122333333333335,6,1,0,5,5,5,5,0,0,0,1,1,8,60,1,0,2,3,6,0,77,3,9,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,10.512999999999998,2.355,3.7739999999999996,4.6419999999999995,1,0,0,0,0,0,4,0,0,1.0333333333333332,1,1,0,1,8,2.423,3,5,0,72,3,0,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,12,1,8,6,2,0,8,6,8,5,5,3,4,1,1,6,120,5,9,2,2,9,1,81,3,9,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,18,1,6.336,1,3,0,0,0,0,1,8,3,10,1,1,6,60,5,7,1,4,7,1,24,3,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,11,2,5.5166666666666675,2,3,1,4,2,8,2,2,88,7,1,1,2,90,5,6,1,2,8,0,55,4,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,1,3,7,6,3,1,8,8,8,7,3,1,0,1,1,3,150,4,4,3,2,6,0,57,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,4,2,2,1,3,3,5,5,6,6,6,1,1,5,672,5,6,2,2,7,1,45,3,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,14,2,5,1,2,0,5,5,5,6,2,2,7,1,1,5,20,5,5,2,2,5,1,45,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,13,2,5,6,4,1,6,6,10,7,9,9,8,1,1,8,1006,5,9,2,2,9,0,61,5,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,18,2,5,6,3,1,5,5,8,5,4,3,5,1,1,5,90,4,8,3,2,8,1,57,3,6,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,3,7,6,1,1,5,2,8,2,4,6,6,2,1,5,160,5,3,3,2,5,0,46,4,9,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,3,4.107666666666667,6,1,0,2,2,5,1,7,5,3,1,1,5,180,5,6,2,2,6,1,60,3,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,16,1,6,6,2,0,4,4,6,6,2,0,6,1,1,5,90,5,3,2,1,8,0,25,3,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,2,4.840666666666667,6,4,1,2,1,4,3,0,0,4,1,1,5,227.09733333333332,2,6,2,3,6,0,62,4,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,13,2,2,6,3,0,3,4,4,5,6,6,8,2,1,1,240,5,8,2,2,7,1,39,3,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,18,1,7.425333333333332,6,3,1,1,0,4,6,2,2,1,1,1,3,150,5,5,3,1,8,0,35,4,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,2,2,6,2,1,5,5,7,6,9,6,7,1,1,7,30,5,6,3,2,8,1,52,3,4,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,25,1,10,6,1,0,6,6,7,7,8,8,8,1,1,7,240,5,6,2,2,8,1,76,3,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,16,1,8,6,3,1,3,4,8,2,2,0,7,1,1,3,90,5,0,1,1,9,0,43,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,19,1,8,6,2,0,6,6,9,8,5,3,6,1,1,2,60,1,7,2,3,7,1,85,4,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,3,1,1,1,0,1,1,3,4,0,0,2,1,1,0,60,1,3,1,2,7,0,63,5,10,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,10,1,6.460333333333333,6,2,1,9,8,6,4,0,0,3,1,1,0,90,5,6,2,1,8,0,48,1,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,18,1,7,6,2,1,6,6,6,7,3,2,5,1,1,6,90,5,7,3,2,7,0,63,1,9,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,19,1,8,6,2,1,4,4,2,3,7,7,7,2,1,7,60,4,7,2,2,7,0,63,5,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,18,1,8,6,1,1,5,6,8,6,4,4,4,1,1,6,1056,5,6,3,2,7,0,50,3,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,14,2,5,6,2,0,4,4,3,10,7,4,6,1,1,1,120,5,7,1,2,8,1,74,3,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,3,2,6,2,0,4,2,5.0423333333333336,6,6,7,7,1,1,3,120,1,10,2.606333333333333,3,8,1,88,4,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,21,2,1,2,1,1,3,3,8,8,8,5,8,1,1,6,60,5,6,2,2,5,1,32,2,6,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,3,4,6,2,1,5,5,5,5,5,5,5,1,1,5,120,5,10,2,1,9,0,23,3,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,2,4.499666666666667,2,2,0,3,3,6,6,4,4,5,1,1,5,60,5,9,3,3,8,0,69,4,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8,2,6,6,3,0,3,1,4,5,4,4,4,1,1,6,853,2,8,3,3,6,1,69,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,9,3,3,1,2,0,2,2,3,3,5,3,4,1,1,7,150,4,3,3,3,7,1,60,4,5,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,12,2,8,6,1,0,3,5,6,6,6,6,7,1,1,7,240,4,4,2,2,8,0,77,3,2,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,18,2,7,6,3,1,5,5,4,4,4,4,3,1,1,5,120,4,3,2,2,5,1,33,3,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13,1,5.847000000000001,6,4,1,5,5,6,8,3,3,3,1,1,4,90,5,5,2,1,9,0,29,4,8,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5,4,2.4060000000000006,1,1,0,3,2,4,0,5,5,5.1530000000000005,1,1,7,60,3,8,1,2,5,0,56,4,4.578333333333334,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,20,2,6,6,1,0,1,1,0,6,2,2,1,1,1,6,120,5,8,4,3,7,1,73,1,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,14,2,5,2,1,1,5,5,2,6,4,5,6,1,1,5,75,5,1,2,1,9,0,47,1,3,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,18,1,7.407333333333334,6,2,0,6,6,3,6,3,3,2,1,1,4,120,2,2,3,3,7,0,71,4,7,45505.0688708956,35.2,9.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
